NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,VARIABLE NAME,VALUE,LABEL,SOURCE,NOTES
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 3 years,completion,title_iv.pell_recip.transf_withdrawn_4yr_by.3yrs,float,PELL_WDRAW_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 3 years,completion,title_iv.pell_recip.transf_withdrawn_2yr_by.3yrs,float,PELL_WDRAW_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and who were still enrolled at original institution within 3 years,completion,title_iv.pell_recip.still_enrolled_by.3yrs,float,PELL_ENRL_ORIG_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,completion,title_iv.pell_recip.transf_still_enrolled_4yr_by.3yrs,float,PELL_ENRL_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,completion,title_iv.pell_recip.transf_still_enrolled_2yr_by.3yrs,float,PELL_ENRL_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and with status unknown within 3 years at original institution,completion,title_iv.pell_recip.unknown_by.3yrs,float,PELL_UNKN_ORIG_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,completion,title_iv.pell_recip.transf_unknown_4yr_by.3yrs,float,PELL_UNKN_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,completion,title_iv.pell_recip.transf_unknown_2yr_by.3yrs,float,PELL_UNKN_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who died within 3 years at original institution,completion,title_iv.no_pell.died_by.3yrs,float,NOPELL_DEATH_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who completed in 3 years at original institution,completion,title_iv.no_pell.completed_by.3yrs,float,NOPELL_COMP_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 3 years,completion,title_iv.no_pell.transf_completed_4yr_by.3yrs,float,NOPELL_COMP_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 3 years,completion,title_iv.no_pell.transf_completed_2yr_by.3yrs,float,NOPELL_COMP_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and withdrew from original institution within 3 years,completion,title_iv.no_pell.withdrawn_by.3yrs,float,NOPELL_WDRAW_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 3 years,completion,title_iv.no_pell.transf_withdrawn_4yr_by.3yrs,float,NOPELL_WDRAW_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 3 years,completion,title_iv.no_pell.transf_withdrawn_2yr_by.3yrs,float,NOPELL_WDRAW_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who were still enrolled at original institution within 3 years,completion,title_iv.no_pell.still_enrolled_by.3yrs,float,NOPELL_ENRL_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,completion,title_iv.no_pell.transf_still_enrolled_4yr_by.3yrs,float,NOPELL_ENRL_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,completion,title_iv.no_pell.transf_still_enrolled_2yr_by.3yrs,float,NOPELL_ENRL_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and with status unknown within 3 years at original institution,completion,title_iv.no_pell.unknown_by.3yrs,float,NOPELL_UNKN_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,completion,title_iv.no_pell.transf_unknown_4yr_by.3yrs,float,NOPELL_UNKN_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,completion,title_iv.no_pell.transf_unknown_2yr_by.3yrs,float,NOPELL_UNKN_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who died within 3 years at original institution,completion,title_iv.loan_recip.died_by.3yrs,float,LOAN_DEATH_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who completed in 3 years at original institution,completion,title_iv.loan_recip.completed_by.3yrs,float,LOAN_COMP_ORIG_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and completed within 3 years,completion,title_iv.loan_recip.transf_completed_4yr_by.3yrs,float,LOAN_COMP_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and completed within 3 years,completion,title_iv.loan_recip.transf_completed_2yr_by.3yrs,float,LOAN_COMP_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and withdrew from original institution within 3 years,completion,title_iv.loan_recip.withdrawn_by.3yrs,float,LOAN_WDRAW_ORIG_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and withdrew within 3 years,completion,title_iv.loan_recip.transf_withdrawn_4yr_by.3yrs,float,LOAN_WDRAW_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and withdrew within 3 years,completion,title_iv.loan_recip.transf_withdrawn_2yr_by.3yrs,float,LOAN_WDRAW_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who were still enrolled at original institution within 3 years,completion,title_iv.loan_recip.still_enrolled_by.3yrs,float,LOAN_ENRL_ORIG_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,completion,title_iv.loan_recip.transf_still_enrolled_4yr_by.3yrs,float,LOAN_ENRL_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,completion,title_iv.loan_recip.transf_still_enrolled_2yr_by.3yrs,float,LOAN_ENRL_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and with status unknown within 3 years at original institution,completion,title_iv.loan_recip.unknown_by.3yrs,float,LOAN_UNKN_ORIG_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,completion,title_iv.loan_recip.transf_unknown_4yr_by.3yrs,float,LOAN_UNKN_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,completion,title_iv.loan_recip.transf_unknown_2yr_by.3yrs,float,LOAN_UNKN_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who died within 3 years at original institution,completion,title_iv.no_loan.died_by.3yrs,float,NOLOAN_DEATH_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who completed in 3 years at original institution,completion,title_iv.no_loan.completed_by.3yrs,float,NOLOAN_COMP_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and completed within 3 years,completion,title_iv.no_loan.transf_completed_4yr_by.3yrs,float,NOLOAN_COMP_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and completed within 3 years,completion,title_iv.no_loan.transf_completed_2yr_by.3yrs,float,NOLOAN_COMP_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and withdrew from original institution within 3 years,completion,title_iv.no_loan.withdrawn_by.3yrs,float,NOLOAN_WDRAW_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and withdrew within 3 years,completion,title_iv.no_loan.transf_withdrawn_4yr_by.3yrs,float,NOLOAN_WDRAW_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and withdrew within 3 years,completion,title_iv.no_loan.transf_withdrawn_2yr_by.3yrs,float,NOLOAN_WDRAW_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who were still enrolled at original institution within 3 years,completion,title_iv.no_loan.still_enrolled_by.3yrs,float,NOLOAN_ENRL_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,completion,title_iv.no_loan.transf_still_enrolled_4yr_by.3yrs,float,NOLOAN_ENRL_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,completion,title_iv.no_loan.transf_still_enrolled_2yr_by.3yrs,float,NOLOAN_ENRL_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and with status unknown within 3 years at original institution,completion,title_iv.no_loan.unknown_by.3yrs,float,NOLOAN_UNKN_ORIG_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,completion,title_iv.no_loan.transf_unknown_4yr_by.3yrs,float,NOLOAN_UNKN_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,completion,title_iv.no_loan.transf_unknown_2yr_by.3yrs,float,NOLOAN_UNKN_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students who died within 3 years at original institution,completion,title_iv.first_gen.died_by.3yrs,float,FIRSTGEN_DEATH_YR3_RT,,,NSLDS,
Percent of first-generation students who completed within 3 years at original institution,completion,title_iv.first_gen.completed_by.3yrs,float,FIRSTGEN_COMP_ORIG_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 4-year institution and completed within 3 years,completion,title_iv.first_gen.transf_completed_4yr_by.3yrs,float,FIRSTGEN_COMP_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 2-year institution and completed within 3 years,completion,title_iv.first_gen.transf_completed_2yr_by.3yrs,float,FIRSTGEN_COMP_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students withdrawn from original institution within 3 years,completion,title_iv.first_gen.withdrawn_by.3yrs,float,FIRSTGEN_WDRAW_ORIG_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 4-year institution and withdrew within 3 years,completion,title_iv.first_gen.transf_withdrawn_4yr_by.3yrs,float,FIRSTGEN_WDRAW_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 2-year institution and withdrew within 3 years,completion,title_iv.first_gen.transf_withdrawn_2yr_by.3yrs,float,FIRSTGEN_WDRAW_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students who were still enrolled at original institution within 3 years,completion,title_iv.first_gen.still_enrolled_by.3yrs,float,FIRSTGEN_ENRL_ORIG_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 4-year institution and were still enrolled within 3 years,completion,title_iv.first_gen.transf_still_enrolled_4yr_by.3yrs,float,FIRSTGEN_ENRL_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 2-year institution and were still enrolled within 3 years,completion,title_iv.first_gen.transf_still_enrolled_2yr_by.3yrs,float,FIRSTGEN_ENRL_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students with status unknown within 3 years at original institution,completion,title_iv.first_gen.unknown_by.3yrs,float,FIRSTGEN_UNKN_ORIG_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 4-year institution and whose status is unknown within 3 years,completion,title_iv.first_gen.transf_unknown_4yr_by.3yrs,float,FIRSTGEN_UNKN_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of first-generation students who transferred to a 2-year institution and whose status is unknown within 3 years,completion,title_iv.first_gen.transf_unknown_2yr_by.3yrs,float,FIRSTGEN_UNKN_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of not-first-generation students who died within 3 years at original institution,completion,title_iv.not_first_gen.died_by.3yrs,float,NOT1STGEN_DEATH_YR3_RT,,,NSLDS,
Percent of not-first-generation students who completed within 3 years at original institution,completion,title_iv.not_first_gen.completed_by.3yrs,float,NOT1STGEN_COMP_ORIG_YR3_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 4-year institution and completed within 3 years,completion,title_iv.not_first_gen.transf_completed_4yr_by.3yrs,float,NOT1STGEN_COMP_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 2-year institution and completed within 3 years,completion,title_iv.not_first_gen.transf_completed_2yr_by.3yrs,float,NOT1STGEN_COMP_2YR_TRANS_YR3_RT,,,NSLDS,
Percent of not-first-generation students withdrawn from original institution within 3 years,completion,title_iv.not_first_gen.withdrawn_by.3yrs,float,NOT1STGEN_WDRAW_ORIG_YR3_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 4-year institution and withdrew within 3 years,completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.3yrs,float,NOT1STGEN_WDRAW_4YR_TRANS_YR3_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 2-year institution and withdrew within 3 years,completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.3yrs,float,NOT1STGEN_WDRAW_2YR_TRANS_YR3_RT,,,NSLDS,
